Data,MRR_Total,Churn_Total,MRR_Essencial,MRR_Controle,MRR_Avancado,MRR_Performance,Churn_Essencial,Churn_Controle,Churn_Avancado,Churn_Performance,%_Anual,Signups,Trials,Conversao_Trial_Pago_%,Engajamento_Medio,%_Base_<30_dias,%_Base_Ativa,%_Ativacao_Features,Engajamento_Essencial,Engajamento_Controle,Engajamento_Avancado,Engajamento_Performance
2024-04-15,5037344.66,4.83,1570293.74,1247591.9,935630.24,1283828.78,4.93,4.92,4.59,4.65,60.64,108,53,43.39,0.13,23.3,76.9,53.36,0.109,0.126,0.156,0.161
2024-04-16,5270559.81,5.44,1542537.2,1292112.65,980628.87,1455281.09,5.39,5.48,5.15,5.32,71.91,149,62,39.66,0.127,24.71,74.93,44.74,0.101,0.104,0.155,0.167
2024-04-17,5157160.95,4.44,1620829.52,1184564.56,1017563.86,1334203.01,4.62,4.44,4.15,4.19,71.05,146,86,37.88,0.327,18.49,71.16,48.89,0.311,0.334,0.335,0.351
2024-04-18,5142021.5,3.0,1626142.34,1352047.45,1048083.81,1115747.9,3.19,2.83,2.91,2.61,78.92,143,84,34.97,0.501,17.91,72.56,52.67,0.454,0.496,0.51,0.527
2024-04-19,5273315.2,5.7,1534936.44,1338615.45,966201.15,1433562.15,5.91,5.62,5.57,5.27,66.99,127,68,44.7,0.163,21.01,79.51,52.73,0.14,0.166,0.186,0.2
2024-04-20,5242311.6,6.11,1674084.29,1372937.39,1140636.54,1054653.38,6.38,6.13,5.81,5.69,65.44,127,63,34.8,0.354,22.75,74.92,55.84,0.34,0.343,0.377,0.4
2024-04-21,5146684.06,5.76,1470039.45,1353259.91,1081860.5,1241524.2,6.03,5.68,5.64,5.54,66.4,148,62,41.16,0.361,19.55,78.57,45.74,0.344,0.381,0.388,0.385
2024-04-22,5330119.58,3.55,1535504.19,1372067.62,1084492.55,1338055.22,3.78,3.57,3.38,3.37,67.59,141,79,37.98,0.027,21.3,67.68,55.41,0.015,0.012,0.061,0.059
2024-04-23,5062272.4,5.15,1454740.12,1224870.11,1078960.32,1303701.84,5.47,5.22,4.79,4.8,74.98,137,57,39.13,0.384,22.17,72.25,48.8,0.358,0.379,0.394,0.41
2024-04-24,5266912.27,3.28,1663078.05,1319505.51,964937.67,1319391.04,3.33,3.38,3.09,2.92,71.79,150,62,35.9,0.169,24.61,78.63,53.4,0.121,0.181,0.188,0.205
2024-04-25,5265172.15,6.87,1612046.72,1200555.45,1048156.54,1404413.45,7.12,6.75,6.74,6.53,68.42,144,73,44.47,0.272,16.65,69.84,49.11,0.263,0.26,0.282,0.285
2024-04-26,5157854.43,4.41,1475580.51,1308456.22,1058410.94,1315406.75,4.68,4.63,4.3,4.32,69.36,142,61,38.58,0.052,24.97,79.51,58.97,0.04,0.053,0.063,0.079
2024-04-27,5235135.96,6.76,1558044.19,1198650.67,1115848.9,1362592.21,6.83,6.83,6.52,6.54,69.27,156,63,44.07,0.173,18.92,66.46,43.59,0.169,0.18,0.189,0.198
2024-04-28,5046866.37,6.45,1537335.66,1285424.14,1066598.59,1157507.97,6.5,6.45,6.38,6.15,84.31,132,64,30.11,0.252,22.23,78.54,53.5,0.233,0.237,0.287,0.279
2024-04-29,5308883.24,4.6,1504211.35,1228899.8,1014436.12,1561335.97,4.72,4.71,4.42,4.25,65.82,141,60,38.59,0.3,20.72,71.68,51.53,0.284,0.293,0.331,0.305
2024-04-30,5176811.74,4.37,1632231.42,1169325.63,1126656.49,1248598.19,4.5,4.6,4.13,3.99,80.45,142,61,40.76,0.198,19.87,66.11,43.45,0.201,0.2,0.217,0.248
2024-05-01,5137273.24,5.85,1603569.74,1172655.69,950261.13,1410786.68,6.13,5.71,5.52,5.54,77.71,134,56,41.18,0.238,21.98,78.19,41.32,0.2,0.243,0.237,0.244
2024-05-02,5326881.11,4.66,1599173.77,1172444.44,1145307.91,1409954.99,4.79,4.63,4.39,4.32,60.14,135,60,43.57,0.358,18.96,68.78,55.98,0.343,0.35,0.382,0.393
2024-05-03,5117478.76,5.6,1630864.05,1309752.06,1119896.82,1056965.83,5.72,5.36,5.47,5.29,84.83,140,76,30.07,0.293,16.26,65.33,43.15,0.285,0.311,0.317,0.31
2024-05-04,5033984.64,5.02,1493635.79,1291821.4,941788.76,1306738.69,5.16,5.04,4.7,4.65,78.91,141,79,30.0,0.105,19.89,67.04,43.73,0.087,0.109,0.115,0.122
2024-05-05,5017204.5,3.72,1602316.57,1232961.29,1048006.93,1133919.71,4.03,3.76,3.55,3.39,77.06,144,71,37.08,0.087,20.22,74.89,59.57,0.068,0.095,0.116,0.119
2024-05-06,5277721.19,3.27,1618765.76,1203680.06,958494.44,1496780.94,3.47,3.27,3.19,2.96,70.13,141,71,30.44,0.449,17.02,79.67,54.35,0.414,0.456,0.459,0.486
2024-05-07,5052348.48,5.73,1542920.79,1132623.95,991356.22,1385447.52,5.91,5.66,5.54,5.45,73.88,162,66,44.62,0.376,24.36,66.67,45.01,0.371,0.36,0.404,0.395
2024-05-08,5417575.3,4.94,1552884.01,1197048.2,1087043.7,1580599.39,5.13,4.73,4.59,4.63,66.33,133,55,33.33,0.332,17.27,71.93,51.82,0.323,0.331,0.354,0.351
2024-05-09,4958168.47,4.95,1563197.03,1131887.43,1007627.8,1255456.21,5.28,4.98,4.73,4.6,60.89,128,58,37.09,0.263,19.09,67.71,50.68,0.255,0.262,0.268,0.28
2024-05-10,5412574.76,6.2,1608073.73,1431857.56,1176896.67,1195746.81,6.32,6.34,5.99,5.87,80.9,140,71,30.92,0.178,16.55,76.18,56.89,0.158,0.175,0.194,0.21
2024-05-11,5235322.1,6.67,1499863.95,1214997.02,1083135.93,1437325.19,7.0,6.61,6.31,6.34,82.41,128,70,37.83,0.151,20.36,66.77,54.59,0.128,0.153,0.173,0.171
2024-05-12,5199394.43,5.23,1458452.5,1235966.59,1035985.15,1468990.18,5.45,5.27,5.17,4.79,64.06,157,82,35.7,0.363,18.08,68.6,56.63,0.343,0.342,0.386,0.406
2024-05-13,5146609.71,5.16,1556284.48,1159362.74,1093073.0,1337889.48,5.34,5.0,5.09,4.83,79.68,146,70,30.67,0.14,19.89,67.95,44.23,0.137,0.141,0.17,0.158
2024-05-14,5260896.33,6.0,1584034.76,1215888.18,1146987.53,1313985.86,6.45,6.05,5.96,5.77,78.53,142,60,35.03,0.297,17.25,73.29,52.8,0.275,0.294,0.329,0.333
2024-05-15,5209483.84,4.14,1608553.92,1281331.04,942305.22,1377293.65,4.24,4.1,3.91,3.75,64.46,146,81,35.87,0.358,15.54,78.1,40.8,0.353,0.337,0.376,0.404
2024-05-16,5347396.23,5.72,1687693.45,1338921.89,1172688.54,1148092.35,5.89,5.65,5.51,5.56,70.55,140,66,44.85,0.109,22.79,72.67,41.38,0.087,0.113,0.134,0.139
2024-05-17,5229707.32,6.05,1480928.98,1214691.65,959365.15,1574721.54,6.13,5.98,5.7,5.86,70.57,134,73,33.12,0.225,21.41,65.87,54.27,0.196,0.213,0.261,0.237
2024-05-18,5235036.21,6.18,1618986.56,1166819.46,1112840.29,1336389.89,6.48,6.14,5.96,5.85,79.0,128,64,38.17,0.362,18.41,73.45,40.49,0.322,0.359,0.372,0.396
2024-05-19,5174366.53,3.56,1487612.15,1239528.01,989408.17,1457818.21,3.93,3.6,3.4,3.21,80.94,140,77,44.81,0.244,15.47,76.96,51.6,0.23,0.241,0.258,0.272
2024-05-20,5212166.53,4.74,1638325.1,1207711.98,965747.67,1400381.78,5.11,4.61,4.54,4.56,62.37,137,80,41.88,0.048,23.66,66.98,56.81,0.036,0.03,0.052,0.078
2024-05-21,5256936.21,4.62,1644172.73,1214235.02,1038740.24,1359788.23,4.94,4.58,4.41,4.36,74.07,154,90,44.9,0.536,16.7,66.09,47.6,0.505,0.519,0.55,0.582
2024-05-22,5015779.79,5.6,1512918.44,1344194.58,1032038.14,1126628.64,5.78,5.6,5.57,5.36,79.04,136,69,44.52,0.266,24.31,67.82,40.9,0.261,0.272,0.289,0.297
2024-05-23,5060217.75,5.98,1560620.3,1269178.64,987947.17,1242471.65,6.14,5.87,5.51,5.73,79.65,153,77,37.34,0.13,19.79,76.19,54.28,0.096,0.124,0.129,0.165
2024-05-24,5312191.69,7.0,1554209.2,1316594.42,967788.98,1473599.09,7.03,7.18,6.74,6.6,63.7,133,60,40.45,0.539,18.4,73.88,58.59,0.526,0.535,0.564,0.563
2024-05-25,5244503.85,5.01,1567302.75,1262817.55,1069765.74,1344617.8,5.41,4.92,4.78,4.63,73.14,142,83,31.66,0.089,22.42,73.11,54.34,0.077,0.09,0.104,0.116
2024-05-26,5202922.0,5.0,1627814.67,1256231.04,1124331.31,1194544.98,5.25,4.94,4.74,4.7,81.44,141,69,36.62,0.356,23.77,68.74,51.57,0.346,0.338,0.375,0.397
2024-05-27,5228212.07,6.65,1559944.81,1291604.96,1021219.42,1355442.88,6.8,6.55,6.38,6.4,67.96,138,59,42.14,0.294,18.71,69.98,44.6,0.254,0.29,0.302,0.325
2024-05-28,5268709.8,5.8,1550644.15,1342580.48,993959.55,1381525.62,6.13,5.98,5.61,5.63,70.63,158,77,37.58,0.169,19.07,79.49,40.31,0.16,0.168,0.188,0.202
2024-05-29,5163228.84,6.77,1547773.35,1317177.39,1020786.32,1277491.78,6.87,6.82,6.63,6.33,80.11,155,66,40.54,0.089,19.33,68.61,53.89,0.068,0.107,0.126,0.129
2024-05-30,5135603.43,5.79,1608111.35,1173920.35,934343.49,1419228.25,6.03,5.7,5.53,5.43,62.23,156,78,41.19,0.453,24.22,78.52,44.62,0.429,0.444,0.469,0.499
2024-05-31,5253501.43,4.34,1541421.04,1287137.47,1118047.57,1306895.36,4.53,4.45,4.1,4.11,81.49,131,67,33.8,0.216,21.93,73.71,57.16,0.204,0.224,0.214,0.234
2024-06-01,5113595.27,4.17,1467348.53,1230320.31,1089470.05,1326456.38,4.43,4.19,4.05,3.79,67.78,135,63,43.14,0.423,17.48,66.85,49.33,0.412,0.423,0.455,0.448
2024-06-02,5280990.33,3.95,1629082.86,1391680.1,1074787.25,1185440.12,4.14,3.97,3.61,3.66,60.04,134,56,36.9,0.033,16.85,72.01,50.61,-0.007,0.022,0.059,0.078
2024-06-03,5028689.97,6.16,1574176.72,1265072.29,976189.99,1213250.96,6.22,6.13,5.93,5.89,65.85,127,75,33.15,0.452,17.3,79.23,55.08,0.419,0.446,0.473,0.502
2024-06-04,5357498.68,6.69,1521666.24,1321294.2,1135743.29,1378794.95,6.9,6.61,6.42,6.35,62.24,152,84,42.98,0.482,17.64,71.28,55.59,0.474,0.49,0.507,0.509
2024-06-05,5291711.7,7.35,1532453.06,1194708.33,1069917.86,1494632.45,7.65,7.38,7.01,7.12,62.31,154,87,36.27,0.343,17.3,77.95,52.85,0.327,0.35,0.363,0.375
2024-06-06,5266723.57,6.34,1504591.69,1318165.55,1122008.53,1321957.8,6.54,6.29,6.14,6.08,77.32,139,66,41.25,0.175,21.59,68.85,58.77,0.156,0.169,0.211,0.208
2024-06-07,5354922.92,6.66,1573906.39,1209463.94,1099142.65,1472409.94,6.94,6.84,6.43,6.35,65.35,145,80,38.22,0.219,16.16,73.56,59.65,0.19,0.223,0.247,0.252
2024-06-08,5437856.93,4.92,1620557.71,1288012.58,1149433.64,1379853.01,5.02,4.79,4.64,4.67,83.37,120,60,35.73,0.297,18.87,77.66,58.94,0.281,0.287,0.312,0.33
2024-06-09,5360724.41,4.34,1661572.9,1217646.19,1093279.64,1388225.68,4.54,4.5,4.22,3.98,72.91,148,65,42.15,0.251,21.25,78.81,56.48,0.243,0.249,0.286,0.295
2024-06-10,5019095.09,6.35,1536073.49,1277880.09,986581.65,1218559.86,6.49,6.34,6.14,5.86,71.5,138,59,38.77,0.186,17.91,72.29,54.11,0.189,0.182,0.224,0.198
2024-06-11,5087450.76,5.92,1550843.95,1171704.04,1110681.23,1254221.53,6.19,5.95,5.71,5.69,70.86,144,68,35.86,0.477,15.65,74.6,53.27,0.454,0.487,0.507,0.501
2024-06-12,5167021.77,5.61,1519595.26,1237982.09,1041901.8,1367542.63,5.81,5.69,5.5,5.47,77.31,144,62,31.64,0.137,15.82,65.04,42.08,0.126,0.142,0.161,0.173
2024-06-13,5246130.93,5.89,1645490.42,1389090.16,1071278.72,1140271.62,6.16,5.82,5.46,5.79,71.31,117,70,43.43,0.492,16.26,68.8,45.43,0.491,0.486,0.504,0.517
2024-06-14,5306119.08,5.82,1585741.58,1221552.55,1001898.78,1496926.17,6.13,5.91,5.76,5.54,63.22,130,53,30.53,0.191,23.36,69.18,40.11,0.157,0.186,0.218,0.224
2024-06-15,5157910.74,6.78,1646220.44,1265701.02,1057505.97,1188483.31,7.05,6.51,6.71,6.55,82.0,115,56,42.95,0.302,21.58,66.4,42.75,0.3,0.302,0.326,0.343
2024-06-16,5268412.01,6.79,1608792.25,1269495.44,1068772.75,1321351.58,7.02,6.72,6.46,6.47,70.71,142,70,35.4,0.435,15.65,69.2,48.78,0.417,0.434,0.455,0.481
2024-06-17,5156354.05,6.04,1469821.76,1139070.59,966267.42,1581194.28,6.14,5.95,5.77,5.73,61.85,112,52,39.59,0.131,18.91,69.82,42.93,0.112,0.128,0.158,0.164
2024-06-18,5174617.86,6.35,1588851.42,1343526.94,943764.83,1298474.66,6.55,6.22,6.25,6.21,73.23,135,69,43.83,0.156,17.79,79.53,58.03,0.131,0.153,0.177,0.201
2024-06-19,5080200.67,6.01,1488519.93,1135182.5,1037246.79,1419251.45,6.16,5.99,5.75,5.9,76.18,131,56,32.28,0.22,20.78,75.03,56.11,0.196,0.233,0.245,0.251
2024-06-20,5139212.01,5.04,1580066.6,1252491.5,1082049.22,1224604.69,5.2,5.08,4.69,4.71,66.89,145,81,38.5,0.287,20.23,71.39,41.43,0.26,0.283,0.317,0.314
2024-06-21,5088797.85,6.26,1439038.99,1262194.45,1022522.96,1365041.45,6.42,6.33,6.06,5.94,80.01,128,60,41.47,0.601,19.81,79.82,44.98,0.572,0.604,0.608,0.616
2024-06-22,5134895.21,4.11,1473690.57,1291022.15,970859.28,1399323.21,4.21,4.13,3.65,3.85,76.74,124,64,41.36,0.049,18.15,67.3,56.38,0.034,0.074,0.059,0.069
2024-06-23,5379437.02,6.55,1690377.75,1368698.67,1111719.18,1208641.41,6.56,6.49,6.53,6.42,76.26,108,59,37.88,0.182,16.38,72.14,56.06,0.173,0.173,0.193,0.212
2024-06-24,5140072.13,4.31,1485928.97,1195907.79,941682.95,1516552.43,4.44,4.34,4.04,3.96,70.52,160,92,39.37,0.247,22.42,74.71,58.91,0.216,0.249,0.286,0.277
2024-06-25,5570885.85,5.79,1746370.46,1228374.42,1101215.66,1494925.31,6.01,5.8,5.47,5.36,84.05,156,88,41.36,0.367,23.8,65.83,59.95,0.34,0.369,0.393,0.399
2024-06-26,5315198.15,4.65,1547631.79,1361605.91,991468.73,1414491.71,4.72,4.75,4.37,4.33,66.85,163,85,42.62,0.24,24.44,75.75,59.53,0.223,0.24,0.267,0.288
2024-06-27,5279180.33,6.05,1613926.08,1302811.06,989204.16,1373239.03,6.25,6.13,5.87,5.84,74.44,153,73,41.43,0.096,15.59,66.5,48.2,0.065,0.097,0.128,0.134
2024-06-28,5154997.07,5.47,1586532.95,1349608.57,969612.46,1249243.09,5.86,5.47,5.3,5.16,67.73,155,78,35.31,0.244,22.4,67.1,45.01,0.227,0.235,0.254,0.282
2024-06-29,5343037.19,3.91,1605615.75,1394903.61,1044394.3,1298123.53,4.21,3.82,3.66,3.74,78.62,135,75,44.95,0.13,22.27,67.4,55.17,0.107,0.133,0.129,0.178
2024-06-30,5190923.46,5.92,1516852.34,1360885.24,944986.9,1368198.98,6.29,5.86,5.64,5.51,61.19,131,75,36.52,0.433,24.47,78.93,45.99,0.396,0.414,0.452,0.459
2024-07-01,5275641.18,4.92,1522052.95,1288600.33,1033560.03,1431427.87,5.16,4.87,4.66,4.61,61.15,123,52,30.37,0.616,17.53,75.25,56.13,0.6,0.634,0.645,0.64
2024-07-02,5569210.14,6.38,1566772.38,1318128.56,1116450.08,1567859.12,6.7,6.35,6.08,6.26,80.27,132,63,35.44,0.278,22.42,74.83,50.68,0.252,0.295,0.296,0.32
2024-07-03,5251472.81,5.5,1534259.04,1363166.34,1046785.38,1307262.06,5.63,5.53,5.4,5.23,70.86,136,76,31.92,0.084,15.55,73.33,55.88,0.074,0.081,0.09,0.119
2024-07-04,5401912.8,5.9,1653668.72,1310313.39,1055054.96,1382875.73,6.03,5.97,5.72,5.55,68.53,134,65,31.82,0.121,21.31,69.39,45.52,0.099,0.132,0.132,0.151
2024-07-05,5180618.83,4.54,1645013.26,1187253.35,1106403.34,1241948.89,4.47,4.54,4.44,4.28,75.19,154,72,34.22,0.193,18.51,74.31,50.16,0.165,0.19,0.201,0.222
2024-07-06,5261801.38,4.91,1656668.58,1382531.48,977711.46,1244889.86,5.23,4.91,4.75,4.64,77.55,136,66,30.8,0.509,22.69,71.15,51.28,0.489,0.509,0.523,0.538
2024-07-07,5479496.08,5.04,1702164.86,1447288.31,1097147.83,1232895.08,5.4,5.06,4.74,4.86,65.03,159,83,40.33,0.122,23.63,67.18,58.86,0.114,0.115,0.13,0.151
2024-07-08,5192763.95,6.36,1617742.74,1263479.89,947584.17,1363957.15,6.5,6.31,6.15,6.0,64.64,130,78,31.11,0.1,18.65,75.34,45.33,0.098,0.108,0.121,0.13
2024-07-09,5486493.83,7.18,1682155.69,1227794.95,1003184.7,1573358.49,7.35,7.08,6.72,6.94,83.95,136,68,33.05,0.046,20.26,66.94,58.73,0.032,0.041,0.061,0.073
2024-07-10,5354930.23,4.69,1555133.18,1281923.73,1086807.91,1431065.41,4.82,4.52,4.48,4.61,74.74,153,68,31.39,0.299,16.17,67.86,56.1,0.273,0.307,0.325,0.334
2024-07-11,5203503.99,6.58,1645804.83,1353831.45,1054441.88,1149425.82,6.82,6.51,6.37,6.31,69.75,151,65,30.95,0.082,19.17,77.27,54.62,0.062,0.082,0.092,0.119
2024-07-12,5347888.93,3.33,1640888.98,1417664.93,1150445.04,1138889.99,3.64,3.38,3.12,2.93,80.04,157,64,34.02,0.098,18.61,74.9,55.74,0.077,0.098,0.12,0.122
2024-07-13,5389706.53,4.31,1629942.25,1240568.36,1090418.19,1428777.74,4.33,4.24,4.17,4.04,73.13,137,70,38.58,0.481,16.83,74.46,52.11,0.459,0.466,0.501,0.52
2024-07-14,5348617.2,4.54,1521358.42,1194606.59,1168093.29,1464558.89,4.78,4.52,4.35,4.07,66.04,135,69,44.47,0.305,23.94,71.27,44.88,0.283,0.306,0.329,0.323
2024-07-15,5086573.03,4.15,1515199.68,1342181.43,925490.74,1303701.19,4.32,4.19,3.83,3.8,65.17,145,64,43.13,0.332,16.48,70.94,43.79,0.303,0.321,0.358,0.367
2024-07-16,5188743.54,3.92,1548395.43,1242549.7,954315.31,1443483.1,4.13,3.97,3.71,3.58,69.92,141,76,43.14,0.144,21.36,75.35,57.33,0.134,0.145,0.171,0.18
2024-07-17,5247297.76,5.91,1650708.28,1296544.56,953762.67,1346282.25,6.16,5.81,5.79,5.63,81.5,130,71,32.64,0.515,23.9,76.1,54.5,0.503,0.534,0.543,0.544
2024-07-18,5269067.99,5.29,1590552.1,1414235.19,987481.69,1276799.01,5.47,5.39,5.18,4.99,61.54,126,57,33.97,0.441,24.12,72.65,44.26,0.421,0.427,0.467,0.472
2024-07-19,5353480.65,5.88,1580433.26,1195583.39,1079533.68,1497930.32,6.07,5.99,5.72,5.61,65.46,131,61,31.15,0.268,22.93,79.54,52.3,0.261,0.267,0.291,0.296
2024-07-20,5301324.12,6.19,1691504.16,1338138.5,1091133.84,1180547.62,6.37,6.08,5.98,5.92,82.33,139,83,41.68,0.121,16.76,79.34,48.95,0.106,0.114,0.134,0.145
2024-07-21,5120758.68,5.77,1456491.37,1145540.71,931073.79,1587652.82,6.06,5.68,5.45,5.41,63.04,121,57,31.05,0.532,23.17,71.19,43.17,0.501,0.522,0.561,0.562
2024-07-22,5327623.74,6.16,1581781.81,1272095.08,1160563.35,1313183.5,6.4,6.28,6.09,5.95,75.74,138,76,38.35,0.097,17.77,77.31,50.64,0.073,0.089,0.11,0.122
2024-07-23,5356270.29,5.43,1508759.5,1393651.86,1144563.27,1309295.66,5.65,5.42,5.26,5.24,65.34,147,72,33.72,0.278,24.22,73.15,45.63,0.272,0.292,0.295,0.319
2024-07-24,5351174.85,4.31,1656703.21,1293237.75,1026700.48,1374533.4,4.39,4.09,4.1,4.13,75.15,144,80,33.65,0.065,22.09,72.68,41.92,0.041,0.082,0.076,0.074
2024-07-25,5414693.69,6.56,1714958.36,1461204.46,991362.74,1247168.12,6.72,6.42,6.54,6.05,69.58,141,78,44.86,0.596,22.85,65.82,49.34,0.569,0.585,0.607,0.624
2024-07-26,5386070.66,4.91,1568431.82,1335492.19,1006093.67,1476052.99,5.2,4.89,4.79,4.56,62.54,130,69,41.35,0.236,15.85,73.61,51.8,0.224,0.24,0.253,0.247
2024-07-27,5342101.61,4.56,1679202.39,1261046.4,988704.29,1413148.54,4.77,4.45,4.43,4.23,74.56,154,88,42.55,0.092,20.83,78.51,40.94,0.069,0.082,0.109,0.111
2024-07-28,5279580.11,5.32,1539994.01,1219612.39,976359.88,1543613.82,5.59,5.28,5.2,5.13,77.08,131,77,38.58,0.065,23.21,76.7,48.04,0.05,0.058,0.077,0.089
2024-07-29,5089684.69,4.59,1610533.03,1208932.58,1021715.86,1248503.21,4.96,4.59,4.37,4.22,77.01,148,76,43.07,0.451,23.62,76.79,45.15,0.431,0.431,0.472,0.495
2024-07-30,5341554.19,5.08,1656728.31,1274637.25,1014008.05,1396180.57,5.39,5.23,4.9,4.79,75.93,162,72,39.68,0.165,15.29,67.4,40.61,0.137,0.186,0.187,0.207
2024-07-31,5315922.52,5.84,1659611.19,1187766.78,1033019.77,1435524.78,6.05,5.82,5.7,5.52,72.51,135,65,44.19,0.026,24.39,70.38,42.51,-0.001,0.037,0.041,0.057
2024-08-01,5324589.46,5.85,1494720.15,1269801.23,1169174.49,1390893.6,6.0,5.96,5.61,5.65,72.99,130,72,34.22,0.218,15.43,68.5,42.78,0.181,0.211,0.261,0.248
2024-08-02,5139790.17,4.6,1637086.98,1250058.27,1065851.5,1186793.43,4.55,4.75,4.23,4.29,75.89,127,67,38.93,0.748,21.15,69.74,43.66,0.717,0.751,0.771,0.788
2024-08-03,5164273.22,5.01,1596105.6,1322760.87,1125601.0,1119805.75,5.2,5.16,4.65,4.75,77.26,124,54,40.35,0.185,21.93,73.69,56.07,0.171,0.181,0.206,0.226
2024-08-04,5421378.34,6.57,1584072.78,1370722.19,1006762.22,1459821.16,6.74,6.6,6.57,6.35,76.37,142,58,35.89,0.714,16.07,70.47,48.79,0.706,0.723,0.727,0.738
2024-08-05,5291253.38,6.0,1657092.44,1351588.68,1033305.48,1249266.78,6.24,5.8,5.74,5.62,74.67,134,72,43.2,0.581,15.48,73.41,42.94,0.555,0.578,0.602,0.618
2024-08-06,5378780.08,7.58,1566628.05,1185580.94,1087531.63,1539039.47,7.76,7.62,7.39,7.43,63.9,140,63,44.7,0.339,22.85,71.58,42.01,0.305,0.337,0.361,0.359
2024-08-07,5301398.21,6.68,1669464.12,1224004.68,970528.68,1437400.72,6.85,6.78,6.46,6.32,65.27,149,74,37.41,0.147,18.85,69.3,45.96,0.138,0.14,0.167,0.173
2024-08-08,5302570.74,6.64,1508598.43,1341996.95,955350.9,1496624.46,6.67,6.64,6.48,6.28,66.51,112,62,35.86,0.362,16.07,66.43,55.96,0.354,0.368,0.396,0.398
2024-08-09,5412594.06,4.11,1667877.0,1321752.59,1119418.49,1303545.98,4.22,4.29,3.9,3.9,82.99,139,71,37.08,0.215,22.63,78.38,47.29,0.202,0.237,0.218,0.238
2024-08-10,5239074.63,6.26,1580251.28,1153988.3,1077535.05,1427300.0,6.51,6.35,6.05,6.05,78.98,131,55,42.79,0.319,23.49,65.17,43.2,0.285,0.317,0.336,0.346
2024-08-11,5313534.49,5.45,1508307.23,1382713.09,1043745.83,1378768.35,5.82,5.5,5.3,5.17,73.82,137,60,39.68,0.129,20.87,65.02,48.08,0.114,0.126,0.156,0.142
2024-08-12,5247526.97,4.95,1520081.33,1357222.89,1047331.67,1322891.08,5.14,5.06,4.84,4.62,66.3,124,55,30.67,0.16,16.61,77.4,51.11,0.146,0.16,0.171,0.195
2024-08-13,5251860.45,5.67,1473126.7,1299420.35,1032608.83,1446704.58,5.9,5.7,5.51,5.38,62.77,142,64,38.13,0.374,15.15,79.95,40.59,0.363,0.376,0.378,0.395
2024-08-14,5267899.35,6.45,1573788.71,1176443.96,953280.13,1564386.54,6.74,6.2,6.22,6.1,82.47,153,79,30.26,0.306,22.01,75.91,52.55,0.288,0.303,0.321,0.328
2024-08-15,5332656.05,6.0,1557405.46,1377562.39,1031414.95,1366273.26,6.12,5.95,5.74,5.52,82.32,142,71,41.68,0.035,20.5,65.23,47.9,0.007,0.031,0.065,0.079
2024-08-16,5249550.17,4.62,1595518.35,1308112.72,982103.12,1363815.97,4.86,4.74,4.34,4.37,62.77,160,71,34.92,0.416,21.51,68.4,40.19,0.392,0.417,0.427,0.439
2024-08-17,5458690.74,6.24,1593334.58,1414335.85,1004055.02,1446965.29,6.37,6.16,6.09,6.11,79.93,136,56,37.08,0.242,23.13,79.58,53.48,0.234,0.225,0.259,0.28
2024-08-18,5201647.12,4.86,1518864.13,1339878.5,1135357.37,1207547.13,5.15,4.84,4.63,4.48,71.17,139,60,41.98,0.128,19.34,77.13,54.25,0.111,0.122,0.152,0.169
2024-08-19,5287575.4,5.72,1637708.72,1375563.29,1078529.96,1195773.44,5.93,5.61,5.42,5.25,68.1,136,81,30.7,0.488,16.25,73.5,52.58,0.455,0.468,0.502,0.527
2024-08-20,5258232.27,5.2,1482430.88,1293001.44,1099739.57,1383060.38,5.43,5.38,4.88,4.86,78.48,153,76,32.38,0.222,24.4,68.55,46.84,0.219,0.217,0.237,0.249
2024-08-21,5485637.35,5.28,1734096.64,1245328.69,1056613.57,1449598.45,5.4,5.45,5.09,5.09,75.36,139,80,35.97,0.237,20.45,65.22,50.59,0.229,0.228,0.251,0.263
2024-08-22,5336586.57,6.27,1676171.44,1353133.54,1044508.13,1262773.46,6.54,6.18,6.09,5.98,79.5,129,73,33.45,0.403,21.15,65.31,47.74,0.399,0.409,0.417,0.423
2024-08-23,5437821.34,4.46,1667846.08,1365021.98,1030341.86,1374611.43,4.87,4.47,4.24,4.27,61.86,143,72,35.07,0.21,24.33,74.18,54.01,0.201,0.202,0.218,0.222
2024-08-24,5136732.76,7.45,1560174.0,1320719.02,944535.37,1311304.37,7.54,7.38,7.36,7.08,67.96,155,84,44.97,0.042,24.32,65.33,51.67,0.012,0.038,0.059,0.08
2024-08-25,5348046.03,3.68,1688335.88,1221996.7,1000947.06,1436766.39,3.84,3.74,3.5,3.51,67.98,135,59,42.38,0.121,20.72,79.9,41.64,0.104,0.099,0.151,0.158
2024-08-26,5423755.7,4.9,1558859.02,1246101.15,1149296.88,1469498.65,5.13,4.95,4.63,4.63,68.24,152,82,43.26,0.45,17.98,67.75,52.86,0.436,0.46,0.485,0.484
2024-08-27,5327874.08,5.87,1508634.25,1409331.79,1103412.48,1306495.56,6.15,5.95,5.61,5.67,72.56,151,69,44.06,0.097,24.97,75.66,53.74,0.063,0.086,0.129,0.098
2024-08-28,5446857.65,6.08,1577303.25,1402559.8,1099596.13,1367398.47,6.23,6.12,5.91,5.77,67.08,128,73,35.11,0.34,21.81,67.33,47.41,0.308,0.335,0.362,0.368
2024-08-29,5257925.39,5.4,1639332.44,1395513.47,1046346.05,1176733.43,5.32,5.69,5.18,5.14,71.11,121,50,34.46,0.312,19.08,73.1,57.52,0.3,0.32,0.349,0.349
